,company,datePublished,author,headline,description,articleBosy,tags,url,articleBody
10,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/prefer-reliance-industries-says-anil-manghnani_800620.html,error
11,RI,2012-12-27T19:00:54+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL says no agreement done to buy Hotel Leela's biz park,Reliance Industries says no agreement has been done to buy Hotel Leela's Business Park in Chennai.,,Announcements,https://www.moneycontrol.com//news/announcements/ril-says-no-agreement-done-to-buy-hotel-leelas-biz-park_800415.html,"With reference to the news item appearing in a leading financial daily titled &amp;quot;RIL to buy Leela's biz park to house 4G ops&amp;quot;,  Reliance Industries Ltd has clarified to BSE that &amp;quot;no agreement has been done to buy Hotel Leelaventure's business park in Chennai as reported.In case, if any information is to be disseminated to the market place, RIL would intimate the Stock Exchanges and Media.&amp;quot;Source : BSE Read all announcements in Reliance"
12,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/dlf-can-move-to-rs-244-anil-manghnani_799567.html,error
13,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/reliance-industries-can-move-to-rs-1000-says-baliga_799231.html,error
14,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/heres-how-one-should-play-ril-dlf-balrampur-chini-_799221.html,error
15,RI,2012-12-21T11:55:47+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","Buy RIL Jan Fut above Rs 853, target Rs 883: IIFL","According to IIFL, traders can buy Reliance Industries (RIL) January future above Rs 853 for the target of Rs 883 with a stop-loss of Rs 838.",,"IIFL, recommendation, Recommendations, Reliance Industries, RIL",https://www.moneycontrol.com//news/recommendations/buy-ril-jan-fut-above-rs-853-target-rs-883-iifl_798193.html,"According to IIFL, traders can buy Reliance Industries (RIL) January future above Rs 853 for the target of Rs 883 with a stop-loss of Rs 838. &amp;quot;RIL has been consolidating symmetrical triangle for last 11 trading session and has been continuously facing resistance around Rs855. The triangle breakout would be confirmed only on move above Rs853 else prices could see short term decline towards Rs830. The 20 DMA for the counter is placed at Rs822 which could turn out to be make or break levels. (Duration 12 days),&amp;quot; says IIFL research report. Institutional holding more than 40% in Indian cos  Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. To read the full report click on the attachment"
16,RI,2012-12-21T09:46:04+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL to restart crude unit in 1-2 days after fire,"Reliance Industries will restart a crude distillation unit one to two days after a fire at its older, 660,000 barrels-per-day (bpd) refinery in Jamnagar, a company spokesman said on Friday.",,"Business, crude, Fire, Reliance, restart",https://www.moneycontrol.com//news/business/ril-to-restart-crude-unit1-2-days-after-fire_798134.html,"Reliance Industries will restart a crude distillation unit one to two days after a fire at its older, 660,000 barrels-per-day (bpd) refinery in Jamnagar, a company spokesman said on Friday. The fire broke out during maintenance on the unit, which was shut at the time, said Reliance spokesman Tushar Pania said. Pania said the fire was minor and was contained immediately. The company is still investigating the cause of the fire, he said, without providing details of the unit's capacity. No firm dates have been set yet for a separate planned maintenance at Reliance's newer 580,000 bpd Jamnagar refining complex in January, Pania said. The company is planning to shut a 13.5 metric tonnes per annum (270,000 bpd) crude distillation unit for about 40 days in January, industry sources have said. It is also planning to shut a 6.5 mmtpa vacuum gasoil hydrotreater unit, one of the sources said."
17,RI,2012-12-20T21:00:09+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",CIC should have heard RIL in RTI insider trading case:HC,Bombay High Court today said Reliance Industries ought to have been heard by the Chief Information Commissioner Satyendra Mishra before directing Sebi to disclose all details related to an insider trading case of 2007 involving Reliance Petroleum.,,"Business, CIC, High Court, RTI, SEBI",https://www.moneycontrol.com//news/business/cic-should-have-heard-rilrti-insider-trading-casehc_797979.html,"Bombay High Court today said Reliance Industries ought to have been heard by the Chief Information Commissioner Satyendra Mishra before directing Sebi to disclose all details related to an insider trading case of 2007 involving Reliance Petroleum. Mishra, an appellate authority in Central Information Commission(CIC), had on November 6 passed an order directing capital market regulator Securities and Exchange Board of India (Sebi) to disclose all details about the case on an appeal filed by RTI activist A K Agarwal. The case relates to the merger of Reliance Petroleum with Reliance Industries and the short sale of shares in the former by entities related to the latter. The merger between the two companies took place in 2009 and the company has been charged of indulging in insider trading. The CIC, acting on a petition filed by Agarwal, ordered SEBI on November 6 to disclose the details of investigation in the case or consent order proceedings. However, Sebi approached the high court challenging the CIC order. A division bench of D Y Chandrachud and Amjad Sayed today, while directing Reliance Industries to file its reply affidavit to the petition by January 21, said,&amp;quot;Wasn't Reliance bound to be heard by CIC before disclosure order was passed?&amp;quot; &amp;quot;If the disclosure pertains to a third party, in this case Reliance, then the third party should be heard before order is passed. They (Reliance) are entitled to it,&amp;quot; Justice Chandrachud said. Agarwal, however, told the court that as per section 8(2) of the RTI Act, if the information sought is in public interest, then it outweighs protection of the third party. &amp;quot;This is a case of insider trading worth Rs 500 crore. Penalty is up to Rs 1500 crore,&amp;quot; Agarwal argued. In its petition, Sebi said the order was passed by Mishra and not the CIC as a whole, makes it &amp;quot;bad in law&amp;quot; and therefore &amp;quot;null and void and of no effect&amp;quot;. Apart from Mishra, the CIC has seven other members. Reliance Ind has approached Sebi to settle the case through mechanism of consent process where an entity being investigated pays a fine without admitting fault and the regulator drops the case. "
18,RI,2012-12-19T19:35:38+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL plans to invest USD 10 bn on its 4G network: Vendor,"Mukesh Ambani led Reliance Industries Limited has plans to invest USD 10 billion on 4G network of its subsidiary Infotel Broadband (IBSL), one of its vendors 'Spirit DSP' said today.",,"4G network, Business, Mukesh Ambani, Reliance Industries Limited",https://www.moneycontrol.com//news/business/ril-plans-to-invest-usd-10-bnits-4g-network-vendor_797432.html,"Mukesh Ambani led Reliance Industries Limited has plans to invest USD 10 billion on 4G network of its subsidiary Infotel Broadband (IBSL), one of its vendors 'Spirit DSP' said today. The company said it has been selected for providing voice call and video technology by IBSL. &amp;quot;Reliance intends to invest USD 10 billion in its LTE (4G) network and has turned to SPIRIT's software products for voice and video calls over LTE instead of waiting for phone makers who are slow in offering handsets transmitting voice and video in 4G networks,&amp;quot; Spirit DSP said in a statement. IBSL is the only company in the country to have 20 Mhz of pan-India airwaves that it can use for providing 4G services. No immediate comments were available from RIL on Spirit DSP's statement. Spirit DSP said, through its solution, Reliance will be able to offer its subscribers high-quality services as an alternative to Skype - an application for making voice calls using internet connection, over cellular networks. At present, most of the people are able to make free calls using Voice over Internet Protocol (VoIP) application like Skype but in India such calls are allowed only between personal computers to personal computers. In October, IBSL has informed the Telecom Ministry that it is ready for trial runs of a technology that would enable voice calls service on its wireless broadband network and has sought allocation of number series to test its newly developed 'Voice over LTE (VoLTE) technology. The telecom arm of RIL has told Ministry that it has developed a technology in preparation of a unified licensing regime recommended by the regulator TRAI under which consumers will be able to get voice, messaging and video using a single device. Sharing details of its plan, IBSL has said that VoLTE technology would enable it to work seamlessly with the existing 2G, 3G, NLD and ILD networks. It added that termination and receiving of calls from these networks to the IBSL network would be possible through the VoLTE technology."
19,RI,2012-12-19T19:16:46+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","OilMin to seek legal opinion on RIL, Cairn pleas",The Oil Ministry may seek the opinion of Solicitor General for India on whether Reliance Industries and Cairn India can be permitted to drill exploration wells in already producing oil and gas fields.,,"Business, Cairn India, oil ministry",https://www.moneycontrol.com//news/business/oilmin-to-seek-legal-opinionril-cairn-pleas_797427.html,"The Oil Ministry may seek the opinion of Solicitor General for India on whether Reliance Industries and Cairn India can be permitted to drill exploration wells in already producing oil and gas fields. The Ministry is contemplating asking Solicitor General Robinton Nariman for an opinion on if the contracts of RIL and Cairn or the mining lease given to them for producing oil and gas, permits drilling of exploratory wells, official sources said. The Oil Ministry was in favour of granting permission to drill exploration wells within an oil and gas field, but with the condition that cost recovery of such wells would be allowed only in case there is a commercially exploitable discovery. This essentially meant that cost for drilling any well that did not lead to a discovery or a small find that could not be independently produced, will not be allowed. At present, operators get to recover all their cost -- whether successful or failed wells, from the oil and gas produced and sold from that particular block. Sources said the ministry's technical arm DGH had opined that drilling of exploration wells in already producing oil and gas fields is not permissible under Production Sharing Contract (PSC). DGH felt the government's profit share, which is triggered when an explorer recovers all his cost, would be adversely impacted if new costs are added. RIL and Cairn however said exploration being a continuous process is allowed in the mining lease under which they currently produce gas from eastern offshore and Rajasthan blocks respectively. They felt the 'ring-fencing' proposed by DGH and seconded by the oil ministry was not practical and legal. Sources said Oil Minister M Veerappa Moily wants to test the legality of the claims and is keen to get an opinion of the Solicitor General. While RIL has proposed to drill an exploration well on the flagging D1&amp;amp;amp;D3 gas fields in the KG-D6 block to study reservoir characteristic, Cairn wants to drill new probes to help raise output from the Rajasthan block to 300,000 barrels per day (bpd) from 175,000 bpd. Globally, exploration is permitted in fields that are under production so as to keep adding new reserves to replenish ones that have been produced. In absence of rejuvenation, the fields will terminally decline from the day output starts. The same has been followed in fields in Assam and Mumbai offshore."
20,RI,2012-12-18T15:24:48+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL has agreed to CAG audit: Oil Ministry,"Reliance Industries has agreed to audit by the Comptroller and Auditor General of India (CAG) of its spending in KG-D6 gas block, the Rajya Sabha was informed.",,"Business, CAG, Comptroller and Auditor General of India, KG-D6, Reliance Industries",https://www.moneycontrol.com//news/business/ril-has-agreed-to-cag-audit-oil-ministry_796685.html,"Reliance Industries has agreed to audit by the Comptroller and Auditor General of India (CAG) of its spending in KG-D6 gas block, the Rajya Sabha was informed. &amp;quot;RIL has agreed to audit by CAG for block KG-DWN-98/3 (KG-D6) for the years 2008-09 to 2011-12 without prejudice to the rights and contentions of the contractor under the contractual provisions,&amp;quot; Minister of State for Petroleum and Natural Gas Panabaaka Lakshmi said in a written reply to a question in the House. Also Read: RIL, BP shut seventh well at KG-D6 gas block: Source The company had initially objected to audit by CAG for time barred years as per Production Sharing Contract (PSC) and had not accepted the 'exceptional circumstances' advanced by the ministry, she said. As per PSC, audit of spending has to be done within two years. &amp;quot;However, RIL has agreed for audit for those years with mutual consent,&amp;quot; the minister said. RIL had sought confirmation from the ministry that the audit report would be submitted by CAG to ministry and all information submitted during the course of the audit would be kept confidential and not disclosed to any third party. Also, it wanted all such information not to be used for any other purpose other than as allowed under the PSC, she said. &amp;quot;Ministry of Petroleum has advised RIL that Parliament is part of Union of India, a signatory to the contract (PSC), and not a third party,&amp;quot; she said. &amp;quot;RIL has been directed to provide access to all records, documents, accounts of the block to CAG as per the contractual provisions.&amp;quot; Lakshmi said CAG had not asked the ministry not to approve any of RIL's investment plan. But it has &amp;quot;recommended that pending complete submission of all supporting records...relating to expenditure for previous years up to 2011-12 and comprehensive and detailed scrutiny thereof to verify that government's financial interests have not been adversely affected in any way, the Ministry may examine all relevant issues closely and carefully before considering the desirability of any further approvals of capital expenditure through the annual work programme and budget, development plans or otherwise, except those of an emergent nature,&amp;quot; Lakshmi added."
21,RI,2012-12-18T08:51:18+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Top super six stocks ideas for December 18,"On CNBC-TV18's show Super Six, market gurus Vikrant Jadeja of Vibranttrades.com, Shardul Kulkarni of Angel Broking and Rajesh Jain of Religare Sec, place their bets on two stocks each, thus offering investors a variety of options to choose from.",,"Angel Broking, Biocon, gare Securities, Grasim Industries, HDIL, Rajesh Jain, Reliance, Shardul Kulkarni, Sterlite Industries, Stocks Views, Super Six, Tata Chemicals, vibranttrades.com, Vikrant Jadeja",https://www.moneycontrol.com//news/stocks-views/top-super-six-stocks-ideas-for-december-18_796457.html,"On CNBC-TV18's show Super Six, market gurus Vikrant Jadeja of Vibranttrades.com, Shardul Kulkarni of Angel Broking and Rajesh Jain of Religare Sec, place their bets on two stocks each, thus offering investors a variety of options to choose from. Investors can read into the detailed analysis before agreeing to any or all the bets. Vikrant Jadeja of Vibranttrades.com  Buy Grasim Industries at Rs 3190 for a target of Rs 3250-3300 and keep a stoploss of Rs 3155 Sell Reliance December future at Rs 837 for a target of Rs 818-807 and keep a stoploss of Rs 850 Shardul Kulkarni of Angel Broking  Buy&amp;amp;nbsp; Tata Chemicals December future above Rs 343 with a target of Rs 358 and keep a stoploss of Rs 336 Sell HDIL December future below Rs 116 with a target of Rs 110 and keep a stoploss of Rs 117.50 Rajesh Jain of Religare Securities Buy Sterlite Industries on dips upto Rs 112-115 with a target of Rs 140 and keep a stoploss below Rs 105 Buy Biocon at current level with a stoploss of Rs 280 for a target of Rs 300."
22,RI,2012-12-14T12:26:03+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}","RIL, BP shut seventh well at KG-D6 gas block: Source","Reliance Industries and its partner BP have shut a seventh well in the D6 block off the Andhra coast due to sand and water ingress, bringing down the number of producing wells to 11, a source with direct knowledge of the matter said.",,"BP, Business, KG-D6 block, Krishna-Godavari basin, liquefied natural gas, Reliance Industries",https://www.moneycontrol.com//news/business/ril-bp-shut-seventh-well-at-kg-d6-gas-block-source_795181.html,"Reliance Industries and its partner BP have shut a seventh well in the D6 block off the Andhra coast due to sand and water ingress, bringing down the number of producing wells to 11, a source with direct knowledge of the matter said. The well at D1 and D3 gas fields was shut about a week ago, the source said on Friday. Declining gas output from the D6 block in the Krishna Godavari basin has impacted expansion plans of several power companies, and spurred demand for costly liquefied natural gas imports. Also Read: 'CAG will confine to financial audit of KG-D6 block' Gas production from D6 has declined to about 23 million standard cubic metres a day (mmscmd), the source said. A Reliance spokesman declined to comment on the matter. Production at the block may average 22.6 mmscmd in the fiscal year starting April 2013 and is projected to decline to 20 mmscmd in 2014/15, only about a third of the 60 mmscmd it produced in 2010 and well below the planned peak capacity of 80 mmscmd. Reliance may have to shut under-performing gas fields in 2015-16, oil secretary GC Chaturvedi said in October, while Morgan Stanley analysts have said the key gas producing fields in D6 could be exhausted in 5 years. Reliance brought in the British oil and gas company last year, which paid USD 7.2 billion to invest in 23 oil and gas blocks with the Indian firm, hoping its offshore expertise would help arrest the decline in output. The D6 block, now jointly operated by Reliance and BP, was expected to contribute up to a quarter of the gas supply for Asia's third-largest economy. Reliance and BP submitted a revised field development plan in September, cutting the gas reserves in the D6 block by about two-thirds to 3.4 trillion cubic feet, the oil ministry said last month. Reliance had government approval to drill 50 wells and had drilled only 22 with 4 turning out to be dry, the source said. Canadian company Niko Resources owns 10 percent interest in the block, while Reliance holds 60 percent and BP the rest."
23,RI,2012-12-13T16:36:42+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",RIL shuts seventh well on KG-D6 gas block,Reliance Industries has shut its seventh well on KG-D6 gas block due to high water and sand ingress as it awaits regulatory nod to carry out urgent workover to plug the problem responsible for drastic fall in output.,,"Business, gas block, KG-D6, Reliance Industries",https://www.moneycontrol.com//news/business/ril-shuts-seventh-wellkg-d6-gas-block_794791.html,"Reliance Industries has shut its seventh well on KG-D6 gas block due to high water and sand ingress as it awaits regulatory nod to carry out urgent workover to plug the problem responsible for drastic fall in output. RIL on November 29 shut well B4 on the main producing fields of Dhirubhai-1 and 3 (D1&amp;amp;amp;D3) in KG-D6 block &amp;quot;due to high water cut/sanding issues,&amp;quot; according to a status report of the Directorate General of Hydrocarbons (DGH). Also Read: 'CAG will confine to financial audit of KG-D6 block' The shutting of the seventh well saw output from D1&amp;amp;amp;D3 fields drop to 19.02 million standard cubic meters per day from about 20 mmscmd a month ago. Together with 4.25 mmscmd from MA oil field in the same block, KG-D6 produced 23.27 mmscmd of gas in the week ending December 2, DGH said the status report dated December 3. RIL has so far drilled 22 wells on D1&amp;amp;amp;D3 fields but has put only 18 on production so far. D1&amp;amp;amp;D3, which started gas production in April 2009, had touched a peak of 55 mmscmd in August 2010 before beginning of water and sand ingress in wells. The company had closed six wells since end-2010 and last month the seventh well was shut. The same problem has held to shutting of one-third of the wells on MA oilfield in the same block. Output from MA is half of the peak rate it had achieved in 2010. Sources said RIL had last year proposed to do workover or maintenance job to revive sick or closed wells but the Oil Ministry and DGH are yet to give their go ahead. The USD 100-120 million spending in the workover is part of the capital Budget for current fiscal which along with the same for 2010-11 and 2011-12 is pending approval. Oil Ministry says it has withheld approvals pending RIL agreeing to give the Comptroller and Auditor General (CAG) access of its books to conduct a second round of audit. The audit has not begun because of difference over scope of the scrutiny. RIL has so far made 18 gas and one oil discovery in the Krishna Godavari basin block in Bay of Bengal. While the lone oil find, MA went on stream in September 2008, largest among the gas finds, D1&amp;amp;amp;D3 were put on production in April, 2009. Oil Minister M Veerappa Moily had previously informed Parliament that RIL had not drilled its committed 31 wells on D1&amp;amp;amp;D3 field, which was the main reason why current output does not match the targetted 80 mmscmd for this time of the year. The government, he had said, does not accept RIL's contention that geological reasons alone were responsible for the decline. RIL and its partner BP believe any additional wells in D1&amp;amp;amp;D3 fields may not improve either production or recovery rates considering reservoir behaviour and the key to raising output was to quickly put other finds on production."
24,RI,error,error,error,error,,error,https://www.moneycontrol.com//news/stocks-views/stay-investedpfc-sukhani_794685.html,error
